"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significance"
"Gene_0363",60.3574271205942,0.115369748870397,1.74303243033541,0.0661891005941847,0.947227274212006,0.998489829355122,"Not significant"
"Gene_0371",200.326232876362,-0.0647309341011672,1.33558539284452,-0.0484663387664817,0.961344590674204,0.998489829355122,"Not significant"
"Gene_0387",103.716442179341,-0.0971520666361959,1.68821976307274,-0.0575470497154759,0.95410942792681,0.998489829355122,"Not significant"
"Gene_0392",90.7180695319527,0.0139323478441162,1.26231845299546,0.0110371101769565,0.991193838985484,0.998489829355122,"Not significant"
"Gene_0404",194.318134489726,0.0744815310111259,1.67193333827313,0.0445481463322305,0.964467474821492,0.998489829355122,"Not significant"
"Gene_0405",374.388142852206,-0.050146427068316,1.32834569081432,-0.0377510368084792,0.969886183484038,0.998489829355122,"Not significant"
"Gene_0421",227.007163451584,-0.127280452917998,1.47692636659673,-0.0861792813756109,0.931323900491708,0.998489829355122,"Not significant"
"Gene_0427",115.78222648714,0.0507765711821552,1.43070291963539,0.0354906462308019,0.971688504904592,0.998489829355122,"Not significant"
"Gene_0449",99.4991760492845,-0.0953794381134511,3.34545031180151,-0.028510194211221,0.977255237530439,0.998489829355122,"Not significant"
"Gene_0459",379.093264713935,-0.129006061731177,1.42159582353007,-0.0907473556097207,0.92769334150064,0.998489829355122,"Not significant"
